"id","package_item_A","package_item_B","package_item_C","package_project_name","package_technology","package_coordinator","package_country","registration_surveyid","registration_survey_deviceimei","registration_survey_start","registration_survey_end","registration_district","registration_village","registration_qst101","registration_gender","registration_age","registration_whocontrolstheincome","registration_whocontrolstheincome_oth","registration_farm_geo_longitude","registration_farm_geo_latitude","registration_farm_geo_elevation","registration_farm_geo_gps_precision","d9map_surveyid","d9map_survey_deviceimei","d9map_survey_start","d9map_survey_end","d9map_generalappearanc_pos","d9map_generalappearanc_neg","d9map_plantheightabove_pos","d9map_plantheightabove_neg","d9map_suitabilitysoils_pos","d9map_suitabilitysoils_neg","d9map_overallbest9map_pos","d9map_overallbest9map_neg","d9map_xticbestclon9map","d9map_xticbestclon9map_oth","d9map_farm_geo_longitude","d9map_farm_geo_latitude","d9map_farm_geo_elevation","d9map_farm_geo_gps_precision","d6map_surveyid","d6map_survey_deviceimei","d6map_survey_start","d6map_survey_end","d6map_stemappear6map_pos","d6map_stemappear6map_neg","d6map_branchhabit_pos","d6map_branchhabit_neg","d6map_generalappearanc_pos","d6map_generalappearanc_neg","d6map_overperfclon6map","d6map_overallclone6map","d6map_overallclone6map_oth","d6map_photo6map1","d6map_photo6map2","d6map_farm_geo_longitude","d6map_farm_geo_latitude","d6map_farm_geo_elevation","d6map_farm_geo_gps_precision","d3map_surveyid","d3map_survey_deviceimei","d3map_survey_start","d3map_survey_end","d3map_aboutpestresis_pos","d3map_aboutpestresis_neg","d3map_aboutdiseaseres_pos","d3map_aboutdiseaseres_neg","d3map_aboutvigor_pos","d3map_aboutvigor_neg","d3map_overallperfclone","d3map_cloneperformance","d3map_cloneperformance_oth","d3map_farm_geo_longitude","d3map_farm_geo_latitude","d3map_farm_geo_elevation","d3map_farm_geo_gps_precision","d1map_surveyid","d1map_survey_deviceimei","d1map_survey_start","d1map_survey_end","d1map_plantingdate","d1map_fieldslope","d1map_soilquality","d1map_soiltexture","d1map_germination_pos","d1map_germination_neg","d1map_reasongermworst","d1map_reasongermbest","d1map_vigor_pos","d1map_vigor_neg","d1map_reasonvigorbest","d1map_reasonvigorworst","d1map_generalappearanc_pos","d1map_generalappearanc_neg","d1map_reasongappbest","d1map_reasongappworst","d1map_useimpvar","d1map_acessextension","d1map_accessplantmat","d1map_stemreplacement","d1map_farm_geo_longitude","d1map_farm_geo_latitude","d1map_farm_geo_elevation","d1map_farm_geo_gps_precision","X12map_harvest_field_surveyid","X12map_harvest_field_survey_deviceimei","X12map_harvest_field_survey_start","X12map_harvest_field_qst101","X12map_harvest_field_stemquality_pos","X12map_harvest_field_stemquality_neg","X12map_harvest_field_rootshapes_pos","X12map_harvest_field_rootshapes_neg","X12map_harvest_field_rootofsize_pos","X12map_harvest_field_rootofsize_neg","X12map_harvest_field_rootyieldcass_pos","X12map_harvest_field_rootyieldcass_neg","X12map_harvest_field_diseaseresistanc_pos","X12map_harvest_field_diseaseresistanc_neg","X12map_harvest_field_rootcotcolor_pos","X12map_harvest_field_rootcotcolor_neg","X12map_harvest_field_overallrootlike_pos","X12map_harvest_field_overallrootlike_neg","X12map_harvest_field_overalperfharvst_pos","X12map_harvest_field_overalperfharvst_neg","X12map_harvest_field_overallscoreharv","X12map_harvest_field_perf_perfmlocalharvst_1","X12map_harvest_field_perf_perfmlocalharvst_2","X12map_harvest_field_perf_perfmlocalharvst_3","X12map_harvest_field_survey_end","X12map_harvest_field_farm_geo_longitude","X12map_harvest_field_farm_geo_latitude","X12map_harvest_field_farm_geo_elevation","X12map_harvest_field_farm_geo_gps_precision","X12map_flour_based_meal_surveyid","X12map_flour_based_meal_survey_deviceimei","X12map_flour_based_meal_survey_start","X12map_flour_based_meal_qst101","X12map_flour_based_meal_easedrying_pos","X12map_flour_based_meal_easedrying_neg","X12map_flour_based_meal_easemingling_pos","X12map_flour_based_meal_easemingling_neg","X12map_flour_based_meal_stickinesspaste_pos","X12map_flour_based_meal_stickinesspaste_neg","X12map_flour_based_meal_tastecasspaste_pos","X12map_flour_based_meal_tastecasspaste_neg","X12map_flour_based_meal_texturepaste_pos","X12map_flour_based_meal_texturepaste_neg","X12map_flour_based_meal_colorcasspaste_pos","X12map_flour_based_meal_colorcasspaste_neg","X12map_flour_based_meal_overalpastelike_pos","X12map_flour_based_meal_overalpastelike_neg","X12map_flour_based_meal_overalperfoflour_pos","X12map_flour_based_meal_overalperfoflour_neg","X12map_flour_based_meal_scoreperfomflour","X12map_flour_based_meal_perf_overalperflocal_1","X12map_flour_based_meal_perf_overalperflocal_2","X12map_flour_based_meal_perf_overalperflocal_3","X12map_flour_based_meal_choicreplantflou_pos","X12map_flour_based_meal_choicreplantflou_neg","X12map_flour_based_meal_survey_end","X12map_boiledroots_surveyid","X12map_boiledroots_survey_deviceimei","X12map_boiledroots_survey_start","X12map_boiledroots_qst101","X12map_boiledroots_easepeeling_pos","X12map_boiledroots_easepeeling_neg","X12map_boiledroots_cookingtime_pos","X12map_boiledroots_cookingtime_neg","X12map_boiledroots_mealiness_pos","X12map_boiledroots_mealiness_neg","X12map_boiledroots_cookedtaste_pos","X12map_boiledroots_cookedtaste_neg","X12map_boiledroots_softness_pos","X12map_boiledroots_softness_neg","X12map_boiledroots_fibrousness_pos","X12map_boiledroots_fibrousness_neg","X12map_boiledroots_overalboiledroot_pos","X12map_boiledroots_overalboiledroot_neg","X12map_boiledroots_overallperf_pos","X12map_boiledroots_overallperf_neg","X12map_boiledroots_scoreperformboil","X12map_boiledroots_perf_performlocal_1","X12map_boiledroots_perf_performlocal_2","X12map_boiledroots_perf_performlocal_3","X12map_boiledroots_choicreplantboil_pos","X12map_boiledroots_choicreplantboil_neg","X12map_boiledroots_survey_end"
132,"UG120156","UG120024 ","UG120193","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","930edc2d-e31b-4e83-b09a-b1f75c3b4497",351856086769908,"2019-04-28 00:55:56","2019-05-03 00:05:42","Dokolo","Iguli",132,"Female",50,"Female",NA,33.1299,1.937043,1032,4.551,"f7baa6bb-3d87-499c-8885-4d4cd25dba5c",355145100053507,"2020-02-08 12:17:50","2020-02-08 14:58:32","C","B","A","B","A","B","C","B","General Appearance; Plant Height","Branching type",33.16507,1.919849,0,21.6,"5d27b61f-411c-4970-94dc-b24c2f2df522",355145100053507,"2019-11-05 14:57:03","2019-11-05 19:35:37","A","B","C","B","C","B","C","Plant Branching Habit; General Appearance",NA,"1572955416999.jpg","1572955456433.jpg",33.1593,1.923201,0,3830,"28b841d5-d805-4ee9-a334-dcb1886d26dd",355145100053507,"2019-09-08 15:06:35","2019-09-09 15:37:07","A","C","A","C","A","B","Option A","Plant Vigor; Disease Resistance","Good foliage colour",33.159,1.923178,0,3832,"a5b80e06-93c8-402e-84b6-5f1fef147199","355438910076150","2019-06-24 14:34:29","2019-06-24 14:42:01","2019-04-27","Flat","Good","Sandy Loam","C","B","All plants germinated","Delayed germination","C","B","Strong plants with broad leaves","Slow growing plants","A","B","Unique to all cultivars in the community","Nonuniform establishment",2,2,2,"Above Five Years",33.1299,1.93699,1047.5,4.7,"3cbdd7eb-a82d-47f2-ab0c-30fb6c884e21","af4b210b8fa10ace","2020-06-10 14:39:24",132,"A","B","A","B","A","B","A","B","A","B","B","C","B","A","B","A",1,"Better","Worst","Worst","2020-06-10 16:48:34",33.12868,1.938907,1044.786,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50765bb1-586c-466d-aa8c-e60c601aba87","af4b210b8fa10ace","2020-06-10 14:54:33",132,"A","B","A","C","A","B","A","B","A","C","C","B","A","C","A","B",1,"Better","Worst","Worst","A","B","2020-06-10 16:49:32"
133,"UG130016 ","MM06/123","UG120180","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","124397a6-03cc-4371-8e34-31d9232477ac",351856086769908,"2019-04-28 01:22:38","2019-05-03 01:16:38","Dokolo","Acede",133,"Male",42,"Joint",NA,33.12879,1.938588,1045,4.551,"4dbba47e-4053-47c0-9519-f81f8003c6ce",355145100053507,"2020-02-08 12:56:16","2020-02-08 14:59:34","A","C","B","C","A","C","A","C","General Appearance; Suitability To Soils","Branching",33.16507,1.919849,0,21.6,"f558f060-f37d-4a36-9aef-c4e766804690",355145100053507,"2019-11-05 15:28:32","2019-11-05 19:36:36","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572957135935.jpg","1572957186951.jpg",33.1593,1.923201,0,3830,"eba9aa2d-1fe7-4d62-a130-7bf2e8160c2f",355145100053507,"2019-09-08 15:27:46","2019-09-09 15:37:54","B","A","B","A","B","C","Option B","Plant Vigor; Disease Resistance; Pest Resistance","Fast growing",33.159,1.923178,0,3832,"36a8df52-fd54-43c4-9f32-2ae5579ad6d3","355438910076150","2019-06-24 14:44:05","2019-06-24 14:53:03","2019-04-27","Flat","Regular","Sandy Loam","A","C","Highest number germinated","Delayed and nonuniform germination","B","A","Fast growing plants","Stunted plants","B","A","Vigorous plants","Weak plants",1,1,1,"Four To Five Years",33.12867,1.938535,1036.3,4.7,"0700c435-f835-4045-8d03-b3ed16569c24","af4b210b8fa10ace","2020-06-08 15:34:20",133,"B","C","B","C","A","C","A","C","C","B","C","B","A","C","C","B",3,"Better","Worst","Better","2020-06-08 15:42:32",33.12873,1.938531,1040.809,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10eaa0be-5670-4b3c-aeb5-d3712d298340","af4b210b8fa10ace","2020-06-08 17:30:50",133,"C","B","C","A","C","B","C","B","C","B","C","A","C","A","C","A",1,"Worst","Worst","Better","C","A","2020-06-08 21:37:45"
134,"MM16/0707","UG120024 ","NAROCASS 1","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","cd565750-d3f8-40d1-95de-d0c1943cf2bb",351856086769908,"2019-04-28 01:46:20","2019-05-03 01:16:14","Dokolo","Iguli",134,"Female",45,"Female",NA,33.12783,1.939636,1052,4.551,"9b2656df-6048-4dcc-82b8-23b2defacd16",355145100053507,"2020-02-08 13:28:29","2020-02-08 15:00:28","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils","Highly branching",33.16507,1.919849,0,21.6,"a2e84cd3-7b1d-45b4-ab82-c18d4f1233d8",355145100053507,"2019-11-05 15:43:31","2019-11-05 19:37:09","C","A","C","A","C","A","C","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572958137585.jpg","1572958164796.jpg",33.1593,1.923201,0,3830,"e188ac27-b45d-43fc-8958-8deb1baf4aa2",355145100053507,"2019-09-08 15:41:54","2019-09-09 15:38:18","C","B","C","B","C","B","Option C","Disease Resistance; Pest Resistance; Plant Vigor","Good branching",33.10388,1.865453,0,3364,"72774cfd-1cdd-46f8-8c8b-6bb548bfae5e","355438910076150","2019-06-24 13:45:32","2019-06-24 14:06:50","2019-04-27","Flat","Regular","Sandy Loam","A","B","High proportion of plants","Low plant stand","A","B","Fast growing plants with big stems","Stunted plants","A","B","Good establishment","Slow growing plants",1,1,1,"Above Five Years",33.12759,1.93964,1033.3,4.9,"9605ca8f-ed58-410b-a6ca-6b9639b89e23","af4b210b8fa10ace","2020-06-08 13:44:11",134,"C","B","B","A","C","B","C","B","C","A","C","A","C","B","C","B",1,"Better","Worst","Better","2020-06-08 15:49:14",33.12775,1.93969,1044.761,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7280c0c5-c4eb-4997-80ca-2cceefa171d5","af4b210b8fa10ace","2020-06-08 16:41:18",134,"C","B","B","C","C","B","C","A","C","B","A","C","C","A","C","A",1,"Worst","Worst","Better","C","B","2020-06-08 21:41:24"
135,"UG120124","MM16/1627  ","UG130007","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","dcb2dcb3-c70f-47a3-a71d-fd5e27bc82dd",351856086769908,"2019-04-28 02:14:32","2019-05-03 01:18:36","Dokolo","Iguli",135,"Female",22,"Female",NA,33.12973,1.939112,1042,4.551,"61959db4-4581-48d7-8e5d-7c177b63fb4b",355145100053507,"2020-02-08 13:11:20","2020-02-08 15:00:07","A","C","A","C","A","C","A","C","General Appearance; Plant Height; Suitability To Soils",NA,33.16507,1.919849,0,21.6,"08134db3-4431-481e-aa2f-94e9dc247370",355145100053507,"2019-11-05 15:54:33","2019-11-05 19:37:43","A","C","C","B","A","C","A","Stem Appearance; General Appearance",NA,"1572958731060.jpg","1572958765334.jpg",33.1593,1.923201,0,3830,"9c38c7e3-d110-41a4-bba2-ec82da9ca36f",355145100053507,"2019-09-08 15:51:18","2019-09-09 15:38:35","B","C","B","C","B","C","Option B","Plant Vigor; Disease Resistance; Pest Resistance",NA,33.15821,1.914075,0,4121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37bea153-3eb9-4bfd-b0c9-bf5281fe478a","af4b210b8fa10ace","2020-06-08 14:17:24",135,"A","B","A","B","C","B","A","C","A","B","A","B","A","B","A","B",1,"Better","Worst","Better","2020-06-08 15:49:49",33.12975,1.939135,1045.152,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"328a6714-dff8-4f99-b546-00711b2d67fa","af4b210b8fa10ace","2020-06-08 17:19:36",135,"A","B","C","B","A","C","A","B","A","B","A","C","A","B","A","B",1,"Better","Worst","Worst","A","B","2020-06-08 21:38:14"
136,"UG120198","UG120180","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","c2a30801-339a-401e-83d1-fec9a235144a",351856086769908,"2019-04-28 02:34:28","2019-05-03 01:19:11","Dokolo","Iguli",136,"Female",45,"Female",NA,33.13061,1.938402,1030,4.551,"c02fd916-3b00-418b-abfe-cdd7f4380100",355145100053507,"2020-02-08 12:27:53","2020-02-08 14:59:04","C","B","C","B","C","B","C","B","General Appearance; Plant Height; Suitability To Soils",NA,33.16507,1.919849,0,21.6,"307b0a8e-51b8-4482-a4ff-05eff81fe8c3",355145100053507,"2019-11-05 15:15:30","2019-11-05 19:36:08","C","B","A","B","A","B","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572956386268.jpg","1572956434301.jpg",33.15829,1.911118,0,4576,"282fdbc4-542b-4f52-8394-9066d56b2187",355145100053507,"2019-09-08 15:15:52","2019-09-09 15:37:34","B","C","B","A","B","A","Option B","Disease Resistance; Plant Vigor",NA,33.159,1.923178,0,3832,"419c5b72-b53d-4626-b821-5886455a89ed","355438910076150","2019-06-24 14:13:27","2019-06-24 14:33:47","2019-04-27","Flat","Good","Sandy Loam","A","B","Highest proportion of plants germinated","More ungerminated plants","C","A","Fast growing plants","Nonuniform height of plants","A","B","Fast growing plants","Gappy plot",1,2,1,"Above Five Years",33.13061,1.9384,1038,4.5,"b13d6e52-4d62-4131-bdac-dd8de6a3d889","af4b210b8fa10ace","2020-06-08 14:50:59",136,"C","B","C","B","A","B","C","B","A","C","A","C","C","B","C","B",1,"Worst","Worst","Better","2020-06-08 15:50:37",33.13063,1.938367,1040.049,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7123e759-079c-4552-a66f-052fa4a681e8","af4b210b8fa10ace","2020-06-08 17:06:07",136,"B","C","A","C","A","C","A","C","A","C","A","B","A","C","A","C",1,"Better","Worst","Worst","A","C","2020-06-08 21:38:28"
137,"UG120180","MM16/0707","UG120124","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","d6d4d48d-a6e4-4899-a8a6-bb0d57a7703a",351856086769908,"2019-04-28 03:13:36","2019-05-03 01:19:27","Dokolo","Ogora",137,"Male",NA,"Male",NA,33.11904,1.944304,1046,4.551,"2ebc71f5-884f-40ff-85e4-7770e6dcd953",355145100053507,"2020-02-08 14:26:41","2020-02-08 15:00:56","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils",NA,33.10241,1.948504,0,4318,"28da30bd-f87b-47f8-afa1-41cb0cae0aa3",355145100053507,"2019-11-11 12:26:17","2019-11-11 18:18:11","B","A","C","A","B","A","B","Stem Appearance; General Appearance",NA,"1573464537870.jpg","1573464565382.jpg",33.1593,1.923201,0,3830,"eb0ba4c9-f827-4758-9416-0e7f73b1d397",355145100053507,"2019-09-08 16:11:59","2019-09-09 15:38:52","B","A","B","A","B","A","Option B","Plant Vigor","Cracks development on the ground a sign of good yield",33.10607,1.946276,0,3567,"8f1d4870-a6ca-404d-8056-f8868aa6659e","359667094717025","2019-06-24 17:24:37","2019-06-24 19:10:19","2019-04-27","Flat","Good","Sandy Loam","B","A","Only one did not sprout","Only 6 sprouted","B","A","Healthy leaves and long stems","Low vigour","C","A","Has many shoots","Poor germination",1,2,1,"Above Five Years",33.11902,1.94426,1049.4,4.5,"fa4dc69f-1a9b-4406-ae1e-704b058fdfce","af4b210b8fa10ace","2020-06-08 10:10:58",137,"C","A","B","A","C","A","C","A","A","B","B","A","C","B","C","B",1,"Better","Better","Better","2020-06-08 10:26:15",33.11897,1.944304,1041.096,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70bcf567-bde9-4304-87c8-3c09d0f6aa25","af4b210b8fa10ace","2020-06-08 11:47:29",137,"C","B","C","B","C","B","A","C","C","B","B","A","B","C","B","A",1,"Worst","Better","Worst","B","A","2020-06-08 12:02:00"
138,"NAROCASS 1","UG120198","MM06/123","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","b1835d9c-5296-402f-aa53-527c3b910bfb",351856086769908,"2019-04-28 03:40:36","2019-05-03 01:19:47","Dokolo","Ogora",138,"Male",29,"Joint",NA,33.11799,1.946293,1032,4.551,"bfc15e9d-373b-486b-8c7d-46cf707d7feb",355145100053507,"2020-02-08 14:32:05","2020-02-08 15:01:20","B","C","B","C","B","C","B","C","General Appearance; Plant Height; Suitability To Soils","Good branching type",33.10241,1.948504,0,4318,"70524ca4-5ea0-4346-8809-e0a0af91fd7b",355145100053507,"2019-11-11 12:16:21","2019-11-11 18:17:59","B","C","A","C","A","C","A","Plant Branching Habit; General Appearance","Fast growing","1573464057906.jpg","1573464079627.jpg",33.09511,1.951852,0,3955,"d6b8a1b0-785a-4858-9c03-262ad33657c6",355145100053507,"2019-09-08 16:26:29","2019-09-09 15:39:10","A","C","A","C","B","C","Option B","Plant Vigor","Stem size
Foliage appearance",33.159,1.923178,0,3832,"e3a7010d-a1f9-445b-895d-3bd3bcdff6fd","359667094717025","2019-06-24 18:21:30","2019-06-24 19:11:17","2019-04-27","Flat","Regular","Loam","A","C","Only one did not sprout","4 did not sprout","A","B","More shoots per stool","Single weak stools","A","C","It`s more vigorous","Poor plant achitecture",1,2,1,"Above Five Years",33.1179,1.946324,1036,5,"f99d4a0b-d57d-4fd5-bfd7-1748a7e56251","af4b210b8fa10ace","2020-06-08 11:01:19",138,"B","C","B","C","B","A","B","A","B","C","B","A","B","A","B","C",1,"Worst","Better","Worst","2020-06-08 12:18:33",33.11789,1.946376,1021.724,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5d7bf2e2-3a00-4b6c-891b-e9c8762c2510","af4b210b8fa10ace","2020-06-08 12:32:17",138,"B","A","C","B","B","C","B","C","A","B","B","A","B","C","B","C",2,"Worst","Better","Worst","B","C","2020-06-08 12:51:34"
139,"UG120193","MM16/1627  ","UG130016 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","b0617f02-cc56-42bb-bcef-2a7f31ba44a8",351856086769908,"2019-04-28 04:49:35","2019-05-03 01:20:12","Dokolo","Awat",139,"Male",56,"Female",NA,33.13095,1.954614,1063,4.551,"9ee46a23-1f89-41d3-b7a9-9bd489d12be0",355145100053507,"2020-02-08 16:29:47","2020-02-08 17:00:15","A","C","A","B","A","C","A","C","General Appearance; Plant Height; Suitability To Soils","Good branching
Stem size",33.15893,1.923221,0,3774,"f9c0ffb0-66fc-4f9e-acb4-a242b0679036",355145100053507,"2019-11-05 13:10:42","2019-11-05 19:33:46","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance","Foliage appearance
Plant height","1572948897187.jpg","1572948927475.jpg",33.09511,1.951852,0,3955,"6f77797a-064a-47c8-9e75-843d729ed875",355145100053507,"2019-09-08 14:11:17","2019-09-09 15:35:52","B","C","B","C","B","C","Option A","Plant Vigor","Height
Branching
Long petiole",33.10607,1.946276,0,3567,"eaf86a57-f8d9-48f9-a753-6311fd66fe65","355438910076150","2019-06-24 14:55:45","2019-06-24 15:22:38","2019-04-27","Flat","Regular","Clay Loam","B","C","Highest proportion of plants germinated","Poor germination","A","C","Broad leaves","Stunted growth","B","C","Fast growing plants","Poor plant establishment",2,2,2,"Above Five Years",33.13093,1.9546,1051.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"UG120024 ","UG130007","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","d3ac6d5b-8a4a-44e3-a55d-0a745123eeb7",351856086769908,"2019-04-28 04:16:26","2019-05-03 01:20:01","Dokolo","Awat",140,"Male",42,"Female",NA,33.13882,1.946105,1053,4.551,"847fc041-8874-4274-88ef-0fca8293d70d",355145100053507,"2020-02-08 16:18:40","2020-02-08 16:59:55","B","A","B","A","B","A","B","A","General Appearance; Plant Height; Suitability To Soils",NA,33.15893,1.923221,0,3774,"d2cf2708-cddb-4967-9ab8-61504a57523d",355145100053507,"2019-11-05 13:26:25","2019-11-05 19:34:40","B","A","B","A","C","A","B","Stem Appearance; Plant Branching Habit",NA,"1572949841396.jpg","1572949900768.jpg",33.09511,1.951852,0,3955,"1f2e793e-9d07-4d00-8c52-2282f8324cef",355145100053507,"2019-09-08 14:32:24","2019-09-09 15:36:18","C","B","C","B","B","A","Option B","Plant Vigor; Disease Resistance",NA,33.159,1.923178,0,3832,"3cab1821-2185-4677-8fbb-be9d084a56dd","355438910076150","2019-06-24 15:30:10","2019-06-24 15:37:09","2019-04-27","Flat","Regular","Sandy","B","A","All plants germinated","Very low germination percentage","B","A","Fast growing plants","Stunted plants","B","A","Good plant establishment","Very poor plant stand",1,2,1,"Above Five Years",33.13892,1.945987,1065.6,4.7,"5a963cd8-513b-4b67-b389-08d4e6e9d025","359667094787655","2020-06-12 13:50:09",43,"C","A","B","C","A","A","B","A","B","A","B","C","B","A","B","A",2,"Better","Better","Worst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"UG120156","UG120124","UG120198","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","441d2df9-e4ae-4730-a4ee-830ec607b095",359027091121525,"2019-04-29 10:32:43","2019-04-30 10:15:33","Dokolo","Adagani",141,"Male",45,"Male",NA,33.22715,1.96403,1120.4,5,"fd82ef7a-ca2e-4a26-a43b-1b8455587b85",355145100053507,"2020-02-12 12:55:47","2020-02-12 14:46:35","A","C","A","C","A","C","A","C","General Appearance; Plant Height; Suitability To Soils",NA,33.19447,1.913834,0,3427,"20a91e28-c665-4a0b-8d0a-e025ef78a16b",355145100053507,"2020-04-20 09:04:19","2020-04-20 12:46:48","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1587362811102.jpg","1587362836674.jpg",33.21614,1.902565,0,3135,"08a49962-c7c8-4f31-a10e-4a60b774a889",355145100053507,"2019-09-13 11:51:26","2019-09-14 20:35:09","A","C","A","C","A","C","Option A","Pest Resistance; Disease Resistance; Plant Vigor",NA,33.16409,1.776505,0,2860,"4926403f-fcbf-48e9-89bf-598904e17f46","355438910076150","2019-06-24 11:30:25","2019-06-24 11:45:51","2019-04-26","Flat","Regular","Clay","A","B","Highest plant stand","High proportion of missing plants","A","B","Fast growing plants","Many Stunted plants","A","B","Uniform plant stand","Nonuniform plant height",1,1,1,"Above Five Years",33.22714,1.964035,1117.2,4.4,"38e5e42a-3926-4366-8663-03f0623a579c","ce2d8386007f373a","2020-06-12 09:26:58",141,"A","C","B","A","B","C","B","C","B","C","A","B","B","C","B","C",1,"Worst","Better","Better","2020-06-12 12:44:11",33.22709,1.963995,1102.592,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f7c1f450-f616-48d3-9d3f-a76ac404e24b","af4b210b8fa10ace","2020-06-12 13:17:04",141,"C","A","A","C","C","B","C","A","B","A","A","B","C","A","C","A",1,"Worst","Worst","Worst","C","A","2020-06-12 13:30:59"
